PROC CODE,PROCEDURE DESCRIPTION
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99220,INITIAL OBSERVATION CARE           
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99221,1ST HOSP IP/OBS SF/LOW 40          
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99222,1ST HOSP IP/OBS MODERATE 55        
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99223,1ST HOSP IP/OBS HIGH 75            
99224,SUBSEQUENT OBSERVATION CARE        
99225,SUBSEQUENT OBSERVATION CARE        
99226,SUBSEQUENT OBSERVATION CARE        
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99231,SBSQ HOSP IP/OBS SF/LOW 25         
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99232,SBSQ HOSP IP/OBS MODERATE 35       
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99233,SBSQ HOSP IP/OBS HIGH 50           
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99234,HOSP IP/OBS SM DT SF/LOW 45        
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
99235,HOSP IP/OBS SAME DATE MOD 70       
